Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Run Cadence,Training Stress Scoreå¨,Grit,Flow,Bottom Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp
Running,2/14/17 19:11,FALSE,Washington Running,4.54,422,0:33:03,168,188,177,198,7:17,5:56,111,135,1.25,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,2/12/17 15:16,FALSE,Williamsburg Running,8.37,944,1:15:30,161,184,168,188,9:01,6:51,407,408,1.06,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,2/9/17 19:07,FALSE,Washington Running,3.69,353,0:27:30,165,179,174,186,7:28,3:44,117,118,1.24,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,2/7/17 18:30,FALSE,Washington Running,5.3,521,0:42:29,159,179,170,184,8:01,5:11,134,134,1.19,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,2/5/17 10:27,FALSE,Washington Running,9.54,"1,113",1:22:12,174,192,167,188,8:37,5:10,929,942,1.12,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,1/31/17 19:03,FALSE,Washington Running,4.8,477,0:34:58,172,189,174,192,7:17,4:15,122,131,1.27,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,1/29/17 14:54,FALSE,Williamsburg Running,8.06,851,1:07:59,162,196,169,187,8:26,5:55,172,172,1.13,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,1/19/17 18:18,FALSE,Washington Running,3.24,307,0:24:38,162,187,162,222,7:36,3:55,60,68,1.31,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,1/16/17 15:10,FALSE,Washington Running,6.84,729,0:54:37,170,192,171,188,7:59,6:36,184,169,1.18,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,1/15/17 15:31,FALSE,Washington Running,2.02,153,0:13:37,150,191,187,204,6:44,5:58,18,16,1.28,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,1/12/17 19:24,FALSE,Washington Running,5.26,557,0:39:48,176,189,172,186,7:34,5:28,93,96,1.24,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,1/10/17 19:55,FALSE,Running,2.23,224,0:17:36,162,176,175,193,7:53,7:09,--,--,1.17,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,1/8/17 12:20,FALSE,Running,4.03,419,0:31:17,169,185,178,197,7:46,7:06,--,--,1.16,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,1/3/17 19:14,FALSE,Washington Running,3.31,211,0:26:31,123,174,170,191,8:01,6:43,130,128,1.18,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,12/27/16 19:48,FALSE,Washington Running,3.14,312,0:24:32,164,190,176,199,7:49,5:32,56,31,1.17,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,12/15/16 16:16,FALSE,Running,4.24,636,0:56:42,156,193,114,207,13:21,5:47,--,--,1.05,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,12/14/16 19:14,FALSE,Washington Running,3.23,366,0:24:26,184,204,181,195,7:34,6:28,92,76,1.18,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,12/11/16 15:29,FALSE,Williamsburg Running,3.87,326,0:34:14,143,190,167,190,8:50,7:14,--,--,1.09,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,10/18/16 19:20,FALSE,Washington Running,3.29,312,0:25:57,162,186,172,197,7:53,3:01,82,40,1.19,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,10/6/16 18:37,FALSE,Washington Running,2.02,177,0:13:40,173,196,186,199,6:47,6:17,17,25,1.27,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,10/3/16 18:30,FALSE,Washington Running,5.07,477,0:39:52,162,191,173,197,7:52,1:02,110,89,1.18,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,9/20/16 19:13,FALSE,Washington Running,3.04,311,0:24:25,171,194,175,196,8:02,2:48,63,37,1.15,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,8/16/16 19:01,FALSE,Washington Running,4.09,451,0:34:16,174,196,170,193,8:23,3:51,111,96,1.13,0,0,84,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,7/19/16 18:19,FALSE,Washington Running,1.9,186,0:14:36,170,201,172,207,7:41,4:40,33,43,1.22,0,0,85,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,7/6/16 20:34,FALSE,Washington Running,3.58,376,0:30:01,168,188,168,192,8:22,4:57,101,105,1.15,0,0,83,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,5/1/16 8:10,FALSE,Washington Running,26.08,"1,982",3:47:37,144,182,176,197,8:44,6:08,379,301,1.05,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,4/25/16 18:51,FALSE,Washington Running,5.81,490,0:51:22,141,164,171,184,8:50,4:22,173,170,1.07,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,4/23/16 15:42,FALSE,Washington Running,10.23,"1,021",1:27:13,158,176,179,241,8:32,5:29,179,172,1.05,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,4/19/16 18:26,FALSE,Washington Running,6.18,608,0:49:16,162,180,179,199,7:59,5:24,185,149,1.13,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,4/18/16 19:26,FALSE,Washington Running,5.15,515,0:40:07,167,183,180,201,7:47,4:34,162,154,1.15,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,4/14/16 19:13,FALSE,Washington Running,5.4,510,0:40:58,163,185,179,202,7:35,6:55,115,95,1.18,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,4/12/16 19:19,FALSE,Washington Running,5.11,485,0:39:56,160,190,172,196,7:49,5:00,141,132,1.2,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,4/11/16 19:19,FALSE,Washington Running,3.57,344,0:26:18,171,189,177,195,7:22,6:47,101,113,1.24,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,4/5/16 17:29,FALSE,Williamsburg Running,20.09,"1,576",3:03:37,146,188,171,188,9:09,7:28,398,392,1.03,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,4/1/16 6:38,FALSE,Washington Running,4.02,398,0:33:12,157,180,174,188,8:15,7:12,109,105,1.12,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,3/30/16 20:23,FALSE,Washington Running,4.02,366,0:31:39,152,167,172,186,7:52,6:10,111,111,1.19,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,3/27/16 16:13,FALSE,Washington Running,18.51,"1,552",2:46:32,148,176,167,189,9:00,3:32,292,268,1.07,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,3/23/16 18:22,FALSE,Washington Running,5.33,491,0:41:39,155,170,175,202,7:49,6:36,171,151,1.18,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,3/22/16 18:24,FALSE,Washington Running,6.38,527,0:52:08,145,175,170,196,8:10,3:11,328,341,1.16,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,3/19/16 6:43,FALSE,Miami Beach Running,15.7,"1,529",2:12:54,159,177,173,193,8:28,7:23,3,3,1.1,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,3/16/16 17:37,FALSE,Washington Running,4.44,390,0:33:47,153,170,174,193,7:37,0:52,87,76,1.21,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,3/15/16 19:25,FALSE,Washington Running,6.44,573,0:47:10,163,178,177,199,7:19,6:08,150,145,1.24,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,3/13/16 16:23,FALSE,Washington Running,5.15,448,0:41:13,152,173,174,189,8:01,2:55,107,90,1.15,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,3/11/16 10:11,FALSE,Los Altos Running,14.55,"1,201",2:04:13,150,176,175,195,8:32,6:46,218,231,1.08,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,3/9/16 17:20,FALSE,Los Altos Running,4.94,406,0:37:33,158,183,177,201,7:36,5:54,81,82,1.2,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,3/7/16 11:03,FALSE,Berkeley Running,8.04,768,1:17:14,155,184,167,185,9:37,5:46,"1,337","1,314",1,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,3/6/16 9:43,FALSE,Berkeley Running,8.26,870,1:18:46,168,187,167,187,9:32,5:12,"1,483","1,488",1.01,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,3/3/16 18:41,FALSE,Washington Running,5.01,427,0:36:44,164,186,177,241,7:20,2:57,105,89,1.24,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,3/1/16 18:43,FALSE,Washington Running,5.01,415,0:36:05,166,189,182,247,7:12,4:35,95,82,1.23,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,2/27/16 11:13,FALSE,Denver Running,12.01,"1,337",1:48:34,170,183,171,188,9:02,0:41,143,167,1.04,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,2/25/16 5:45,FALSE,Washington Running,4.16,376,0:32:16,160,181,177,200,7:46,2:41,85,76,1.17,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,2/23/16 19:26,FALSE,Washington Running,3.72,343,0:27:39,168,193,182,211,7:26,2:49,64,32,1.19,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,2/15/16 6:17,FALSE,Washington Running,4.91,363,0:41:14,137,176,179,197,8:24,3:07,116,120,1.07,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,2/13/16 14:25,FALSE,Williamsburg Running,10.15,980,1:23:25,164,203,180,204,8:13,4:11,241,238,1.09,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,2/9/16 19:12,FALSE,Washington Running,5.37,528,0:43:38,166,190,180,196,8:07,5:44,91,86,1.1,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,2/8/16 18:19,FALSE,Washington Running,4.17,404,0:31:40,173,200,180,200,7:36,5:42,112,105,1.18,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
Running,2/6/16 14:29,FALSE,Washington Running,8.02,760,1:04:59,158,188,169,189,8:06,4:19,212,209,1.18,0,0,--,0,0,0,0:00,0,0:00,No,00:00.0,--,0
